1, 2077, m, 3025, f, 4172, m, 2002, f, 2077 2052 2047 2045 2005 2002 4172 2139 3025 , m2077 f2052 m2047 (m2045) f2005 f2002 (m4172) f2139 f3025 , MFFDDHDD, 2077 3025, 2002 4172, G1, 2, G-2, 0, 6, 2
359, 2404, m, 2399, f, 2802, m, 2191, f, 2404 2219 2605 6117 2526 2527 2802 2191 2187 2265 6985 2174 2173 2363 2399 , m2404 m2219 f2605 (f6117) f2526 m2527 m2802 f2191 m2187 f2265 (m6985) m2174 f2173 m2363 f2399 , FMMDSSWFMFSDSD, 2399 2404, 2191 2802, G0, 3, G-1, 3, 7, 7
360, 2404, m, 2399, f, 2802, m, 2191, f, 2404 2219 2605 2607 2526 2527 2802 2191 2187 2265 6986 2174 2173 2363 2399 , m2404 m2219 f2605 (m2607) f2526 m2527 m2802 f2191 m2187 f2265 (f6986) m2174 f2173 m2363 f2399 , FMFDSSWFMMSDSD, 2399 2404, 2191 2802, G0, 3, G-1, 3, 7, 7
361, 2404, m, 2399, f, 2802, m, 2191, f, 2404 2219 2605 6117 2526 2527 2802 2191 2187 2265 6986 2174 2173 2363 2399 , m2404 m2219 f2605 (f6117) f2526 m2527 m2802 f2191 m2187 f2265 (f6986) m2174 f2173 m2363 f2399 , FMMDSSWFMMSDSD, 2399 2404, 2191 2802, G0, 3, G-1, 3, 7, 7
362, 2458, m, 2460, f, 2802, m, 2191, f, 2458 2440 2796 2798 2530 2802 2191 2187 2264 2608 2267 2460 , m2458 f2440 f2796 (f2798) f2530 m2802 f2191 m2187 (m2264) f2608 m2267 f2460 , MMMDSWFFDSD, 2458 2460, 2191 2802, G1, 2, G-1, 2, 6, 5
363, 2458, m, 2460, f, 2802, m, 2191, f, 2458 2440 2796 2798 2530 2802 2191 2187 2265 2608 2267 2460 , m2458 f2440 f2796 (f2798) f2530 m2802 f2191 m2187 (f2265) f2608 m2267 f2460 , MMMDSWFMDSD, 2458 2460, 2191 2802, G1, 2, G-1, 2, 6, 5
364, 2458, m, 2460, f, 2802, m, 2191, f, 2458 2440 2796 2798 2530 2802 2191 2183 2173 2174 6985 2265 2608 2267 2460 , m2458 f2440 f2796 (f2798) f2530 m2802 f2191 f2183 f2173 m2174 (m6985) f2265 f2608 m2267 f2460 , MMMDSWMMFFDDSD, 2458 2460, 2191 2802, G1, 2, G0, 4, 6, 8
365, 2458, m, 2460, f, 2802, m, 2191, f, 2458 2440 2796 2798 2530 2802 2191 2183 2173 2174 6986 2265 2608 2267 2460 , m2458 f2440 f2796 (f2798) f2530 m2802 f2191 f2183 f2173 m2174 (f6986) f2265 f2608 m2267 f2460 , MMMDSWMMFMDDSD, 2458 2460, 2191 2802, G1, 2, G0, 4, 6, 8
366, 2802, m, 2191, f, 2462, m, 2465, f, 2802 2527 2526 2607 2605 2219 2462 2465 2176 2174 2173 2183 2191 , m2802 m2527 f2526 (m2607) f2605 m2219 m2462 f2465 m2176 (m2174) f2173 f2183 f2191 , FMFDSSWFFDDD, 2191 2802, 2462 2465, G0, 3, G-1, 2, 7, 5
367, 2802, m, 2191, f, 2462, m, 2465, f, 2802 2527 2526 6117 2605 2219 2462 2465 2176 2174 2173 2183 2191 , m2802 m2527 f2526 (f6117) f2605 m2219 m2462 f2465 m2176 (m2174) f2173 f2183 f2191 , FMMDSSWFFDDD, 2191 2802, 2462 2465, G0, 3, G-1, 2, 7, 5
368, 2802, m, 2191, f, 2462, m, 2465, f, 2802 2527 2526 2607 2605 2219 2462 2465 2176 2962 2173 2183 2191 , m2802 m2527 f2526 (m2607) f2605 m2219 m2462 f2465 m2176 (f2962) f2173 f2183 f2191 , FMFDSSWFMDDD, 2191 2802, 2462 2465, G0, 3, G-1, 2, 7, 5
369, 2802, m, 2191, f, 2462, m, 2465, f, 2802 2527 2526 6117 2605 2219 2462 2465 2176 2962 2173 2183 2191 , m2802 m2527 f2526 (f6117) f2605 m2219 m2462 f2465 m2176 (f2962) f2173 f2183 f2191 , FMMDSSWFMDDD, 2191 2802, 2462 2465, G0, 3, G-1, 2, 7, 5
370, 2802, m, 2191, f, 2478, m, 2482, f, 2802 2527 2526 2607 2605 2482 2478 2725 2726 2264 2187 2191 , m2802 m2527 f2526 (m2607) f2605 f2482 m2478 f2725 (f2726) m2264 m2187 f2191 , FMFDDHMMSSD, 2191 2802, 2478 2482, G1, 2, G-1, 2, 6, 5
371, 2802, m, 2191, f, 2478, m, 2482, f, 2802 2527 2526 6117 2605 2482 2478 2725 2726 2264 2187 2191 , m2802 m2527 f2526 (f6117) f2605 f2482 m2478 f2725 (f2726) m2264 m2187 f2191 , FMMDDHMMSSD, 2191 2802, 2478 2482, G1, 2, G-1, 2, 6, 5
372, 2802, m, 2191, f, 2498, m, 2499, f, 2802 2527 2526 2607 2605 2499 2498 6220 6987 2962 2173 2183 2191 , m2802 m2527 f2526 (m2607) f2605 f2499 m2498 m6220 (m6987) f2962 f2173 f2183 f2191 , FMFDDHFFDDDD, 2191 2802, 2498 2499, G1, 2, G-2, 2, 6, 6
373, 2802, m, 2191, f, 2498, m, 2499, f, 2802 2527 2526 6117 2605 2499 2498 6220 6987 2962 2173 2183 2191 , m2802 m2527 f2526 (f6117) f2605 f2499 m2498 m6220 (m6987) f2962 f2173 f2183 f2191 , FMMDDHFFDDDD, 2191 2802, 2498 2499, G1, 2, G-2, 2, 6, 6
374, 2802, m, 2191, f, 2498, m, 2499, f, 2802 2527 2526 2607 2605 2499 2498 6220 6988 2962 2173 2183 2191 , m2802 m2527 f2526 (m2607) f2605 f2499 m2498 m6220 (f6988) f2962 f2173 f2183 f2191 , FMFDDHFMDDDD, 2191 2802, 2498 2499, G1, 2, G-2, 2, 6, 6
375, 2802, m, 2191, f, 2498, m, 2499, f, 2802 2527 2526 6117 2605 2499 2498 6220 6988 2962 2173 2183 2191 , m2802 m2527 f2526 (f6117) f2605 f2499 m2498 m6220 (f6988) f2962 f2173 f2183 f2191 , FMMDDHFMDDDD, 2191 2802, 2498 2499, G1, 2, G-2, 2, 6, 6
376, 2503, m, 2508, f, 2802, m, 2191, f, 2503 2497 2499 2605 2607 2526 2527 2802 2191 2183 2173 2363 2508 , m2503 f2497 f2499 f2605 (m2607) f2526 m2527 m2802 f2191 f2183 (f2173) m2363 f2508 , MMMFDSSWMMSD, 2503 2508, 2191 2802, G1, 3, G0, 2, 8, 4
377, 2503, m, 2508, f, 2802, m, 2191, f, 2503 2497 2499 2605 6117 2526 2527 2802 2191 2183 2173 2363 2508 , m2503 f2497 f2499 f2605 (f6117) f2526 m2527 m2802 f2191 f2183 (f2173) m2363 f2508 , MMMMDSSWMMSD, 2503 2508, 2191 2802, G1, 3, G0, 2, 8, 4
378, 2503, m, 2508, f, 2802, m, 2191, f, 2503 2497 2499 2605 2607 2526 2527 2802 2191 2183 2964 2363 2508 , m2503 f2497 f2499 f2605 (m2607) f2526 m2527 m2802 f2191 f2183 (m2964) m2363 f2508 , MMMFDSSWMFSD, 2503 2508, 2191 2802, G1, 3, G0, 2, 8, 4
379, 2503, m, 2508, f, 2802, m, 2191, f, 2503 2497 2499 2605 6117 2526 2527 2802 2191 2183 2964 2363 2508 , m2503 f2497 f2499 f2605 (f6117) f2526 m2527 m2802 f2191 f2183 (m2964) m2363 f2508 , MMMMDSSWMFSD, 2503 2508, 2191 2802, G1, 3, G0, 2, 8, 4
380, 2503, m, 2508, f, 2802, m, 2191, f, 2503 2497 2499 2605 2607 2526 2527 2802 2191 2187 2265 6985 2174 2173 2363 2508 , m2503 f2497 f2499 f2605 (m2607) f2526 m2527 m2802 f2191 m2187 f2265 (m6985) m2174 f2173 m2363 f2508 , MMMFDSSWFMFSDSD, 2503 2508, 2191 2802, G1, 3, G-1, 3, 8, 7
381, 2503, m, 2508, f, 2802, m, 2191, f, 2503 2497 2499 2605 6117 2526 2527 2802 2191 2187 2265 6985 2174 2173 2363 2508 , m2503 f2497 f2499 f2605 (f6117) f2526 m2527 m2802 f2191 m2187 f2265 (m6985) m2174 f2173 m2363 f2508 , MMMMDSSWFMFSDSD, 2503 2508, 2191 2802, G1, 3, G-1, 3, 8, 7
382, 2503, m, 2508, f, 2802, m, 2191, f, 2503 2497 2499 2605 2607 2526 2527 2802 2191 2187 2265 6986 2174 2173 2363 2508 , m2503 f2497 f2499 f2605 (m2607) f2526 m2527 m2802 f2191 m2187 f2265 (f6986) m2174 f2173 m2363 f2508 , MMMFDSSWFMMSDSD, 2503 2508, 2191 2802, G1, 3, G-1, 3, 8, 7
383, 2503, m, 2508, f, 2802, m, 2191, f, 2503 2497 2499 2605 6117 2526 2527 2802 2191 2187 2265 6986 2174 2173 2363 2508 , m2503 f2497 f2499 f2605 (f6117) f2526 m2527 m2802 f2191 m2187 f2265 (f6986) m2174 f2173 m2363 f2508 , MMMMDSSWFMMSDSD, 2503 2508, 2191 2802, G1, 3, G-1, 3, 8, 7
384, 2802, m, 2191, f, 2532, m, 2535, f, 2802 2527 2532 2535 2172 2726 2264 2187 2191 , m2802 (m2527) m2532 f2535 m2172 (f2726) m2264 m2187 f2191 , FSWFMSSD, 2191 2802, 2532 2535, G0, 1, G-1, 2, 3, 5
385, 2802, m, 2191, f, 2532, m, 2535, f, 2802 2530 2532 2535 2172 2726 2264 2187 2191 , m2802 (f2530) m2532 f2535 m2172 (f2726) m2264 m2187 f2191 , MSWFMSSD, 2191 2802, 2532 2535, G0, 1, G-1, 2, 3, 5
386, 2802, m, 2191, f, 2676, m, 2677, f, 2802 2527 2677 2676 2172 2726 2264 2187 2191 , m2802 (m2527) f2677 m2676 m2172 (f2726) m2264 m2187 f2191 , FDHFMSSD, 2191 2802, 2676 2677, G0, 1, G-1, 2, 3, 5
387, 2802, m, 2191, f, 2676, m, 2677, f, 2802 2530 2677 2676 2172 2726 2264 2187 2191 , m2802 (f2530) f2677 m2676 m2172 (f2726) m2264 m2187 f2191 , MDHFMSSD, 2191 2802, 2676 2677, G0, 1, G-1, 2, 3, 5
388, 2492, m, 2491, f, 2194, m, 2195, f, 2492 2478 2474 2475 2202 2195 2194 2206 2491 , m2492 m2478 m2474 (m2475) m2202 f2195 (m2194) f2206 f2491 , FFFSDHDD, 2491 2492, 2194 2195, G1, 2, G-2, 0, 6, 2
389, 2492, m, 2491, f, 2194, m, 2195, f, 2492 2478 2474 2476 2202 2195 2194 2206 2491 , m2492 m2478 m2474 (f2476) m2202 f2195 (m2194) f2206 f2491 , FFMSDHDD, 2491 2492, 2194 2195, G1, 2, G-2, 0, 6, 2
390, 2388, m, 2392, f, 2198, m, 2200, f, 2388 2361 2739 2264 2726 2725 2200 2198 2196 2194 2207 2392 , m2388 f2361 f2739 m2264 (f2726) f2725 f2200 m2198 (m2196) m2194 m2207 f2392 , MMFMDDHFSSD, 2388 2392, 2198 2200, G2, 2, G-2, 1, 7, 4
391, 2388, m, 2392, f, 2198, m, 2200, f, 2388 2361 2739 2264 2726 2725 2200 2198 2197 2194 2207 2392 , m2388 f2361 f2739 m2264 (f2726) f2725 f2200 m2198 (f2197) m2194 m2207 f2392 , MMFMDDHMSSD, 2388 2392, 2198 2200, G2, 2, G-2, 1, 7, 4
392, 2492, m, 2491, f, 2198, m, 2200, f, 2492 2478 2474 2200 2198 2196 2194 2206 2491 , m2492 m2478 (m2474) f2200 m2198 (m2196) m2194 f2206 f2491 , FFDHFSDD, 2491 2492, 2198 2200, G1, 1, G-2, 1, 4, 4
393, 2492, m, 2491, f, 2198, m, 2200, f, 2492 2478 2725 2200 2198 2196 2194 2206 2491 , m2492 m2478 (f2725) f2200 m2198 (m2196) m2194 f2206 f2491 , FMDHFSDD, 2491 2492, 2198 2200, G1, 1, G-2, 1, 4, 4
394, 2492, m, 2491, f, 2198, m, 2200, f, 2492 2478 2474 2200 2198 2197 2194 2206 2491 , m2492 m2478 (m2474) f2200 m2198 (f2197) m2194 f2206 f2491 , FFDHMSDD, 2491 2492, 2198 2200, G1, 1, G-2, 1, 4, 4
395, 2492, m, 2491, f, 2198, m, 2200, f, 2492 2478 2725 2200 2198 2197 2194 2206 2491 , m2492 m2478 (f2725) f2200 m2198 (f2197) m2194 f2206 f2491 , FMDHMSDD, 2491 2492, 2198 2200, G1, 1, G-2, 1, 4, 4
396, 2496, m, 2494, f, 2198, m, 2200, f, 2496 2189 3040 2739 2264 2726 2725 2200 2198 2196 2194 2208 2494 , m2496 f2189 m3040 f2739 m2264 (f2726) f2725 f2200 m2198 (m2196) m2194 m2208 f2494 , MFMFMDDHFSSD, 2494 2496, 2198 2200, G3, 2, G-2, 1, 8, 4
397, 2496, m, 2494, f, 2198, m, 2200, f, 2496 2189 3040 2739 2264 2726 2725 2200 2198 2197 2194 2208 2494 , m2496 f2189 m3040 f2739 m2264 (f2726) f2725 f2200 m2198 (f2197) m2194 m2208 f2494 , MFMFMDDHMSSD, 2494 2496, 2198 2200, G3, 2, G-2, 1, 8, 4
398, 2762, m, 2757, f, 2198, m, 2200, f, 2762 2487 2199 2197 2198 2200 2725 2726 2264 2608 2267 2757 , m2762 m2487 f2199 (f2197) m2198 f2200 f2725 (f2726) m2264 f2608 m2267 f2757 , FMMSWMMSDSD, 2757 2762, 2198 2200, G2, 1, G-2, 2, 5, 6
399, 2758, m, 3069, f, 2198, m, 2200, f, 2758 2267 2608 2264 2726 2725 2200 2198 2197 2199 2487 3069 , m2758 m2267 f2608 m2264 (f2726) f2725 f2200 m2198 (f2197) f2199 m2487 f3069 , FMFMDDHMDSD, 2758 3069, 2198 2200, G2, 2, G-2, 1, 7, 4
400, 2492, m, 2491, f, 2202, m, 2203, f, 2492 2478 2474 2475 2202 2203 2195 2206 2491 , m2492 m2478 m2474 (m2475) m2202 (f2203) f2195 f2206 f2491 , FFFSWDDD, 2491 2492, 2202 2203, G2, 1, G-3, 0, 5, 3
401, 2492, m, 2491, f, 2202, m, 2203, f, 2492 2478 2474 2476 2202 2203 2195 2206 2491 , m2492 m2478 m2474 (f2476) m2202 (f2203) f2195 f2206 f2491 , FFMSWDDD, 2491 2492, 2202 2203, G2, 1, G-3, 0, 5, 3
402, 2213, m, 2217, f, 2210, m, 2206, f, 2213 2193 2194 2206 2210 2436 2220 2217 , m2213 f2193 (m2194) f2206 m2210 (m2436) f2220 f2217 , MFDHFDD, 2213 2217, 2206 2210, G1, 1, G-1, 1, 4, 3
403, 2213, m, 2217, f, 2210, m, 2206, f, 2213 2193 2194 2206 2210 2437 2220 2217 , m2213 f2193 (m2194) f2206 m2210 (f2437) f2220 f2217 , MFDHMDD, 2213 2217, 2206 2210, G1, 1, G-1, 1, 4, 3
404, 2213, m, 2217, f, 2210, m, 2206, f, 2213 2193 2195 2206 2210 2436 2220 2217 , m2213 f2193 (f2195) f2206 m2210 (m2436) f2220 f2217 , MMDHFDD, 2213 2217, 2206 2210, G1, 1, G-1, 1, 4, 3
405, 2213, m, 2217, f, 2210, m, 2206, f, 2213 2193 2195 2206 2210 2437 2220 2217 , m2213 f2193 (f2195) f2206 m2210 (f2437) f2220 f2217 , MMDHMDD, 2213 2217, 2206 2210, G1, 1, G-1, 1, 4, 3
406, 2487, m, 2441, f, 2210, m, 2206, f, 2487 2199 2197 2194 2206 2210 2436 2433 2441 , m2487 f2199 (f2197) m2194 f2206 m2210 (m2436) f2433 f2441 , MMSDHFDD, 2441 2487, 2206 2210, G0, 2, G-1, 1, 5, 3
407, 2487, m, 2441, f, 2210, m, 2206, f, 2487 2199 2197 2194 2206 2210 2437 2433 2441 , m2487 f2199 (f2197) m2194 f2206 m2210 (f2437) f2433 f2441 , MMSDHMDD, 2441 2487, 2206 2210, G0, 2, G-1, 1, 5, 3
408, 2752, m, 2446, f, 2210, m, 2206, f, 2752 2478 2474 2475 2202 2195 2206 2210 2436 2433 2446 , m2752 m2478 m2474 (m2475) m2202 f2195 f2206 m2210 (m2436) f2433 f2446 , FFFSDDHFDD, 2446 2752, 2206 2210, G0, 3, G-1, 1, 7, 3
409, 2752, m, 2446, f, 2210, m, 2206, f, 2752 2478 2474 2475 2202 2195 2206 2210 2437 2433 2446 , m2752 m2478 m2474 (m2475) m2202 f2195 f2206 m2210 (f2437) f2433 f2446 , FFFSDDHMDD, 2446 2752, 2206 2210, G0, 3, G-1, 1, 7, 3
410, 2752, m, 2446, f, 2210, m, 2206, f, 2752 2478 2474 2476 2202 2195 2206 2210 2436 2433 2446 , m2752 m2478 m2474 (f2476) m2202 f2195 f2206 m2210 (m2436) f2433 f2446 , FFMSDDHFDD, 2446 2752, 2206 2210, G0, 3, G-1, 1, 7, 3
411, 2752, m, 2446, f, 2210, m, 2206, f, 2752 2478 2474 2476 2202 2195 2206 2210 2437 2433 2446 , m2752 m2478 m2474 (f2476) m2202 f2195 f2206 m2210 (f2437) f2433 f2446 , FFMSDDHMDD, 2446 2752, 2206 2210, G0, 3, G-1, 1, 7, 3
412, 2462, m, 2465, f, 2210, m, 2206, f, 2462 2220 2436 2210 2206 2194 2178 2465 , m2462 f2220 (m2436) m2210 f2206 (m2194) f2178 f2465 , MFSWFDD, 2462 2465, 2206 2210, G1, 1, G-1, 1, 4, 3
413, 2462, m, 2465, f, 2210, m, 2206, f, 2462 2220 2437 2210 2206 2194 2178 2465 , m2462 f2220 (f2437) m2210 f2206 (m2194) f2178 f2465 , MMSWFDD, 2462 2465, 2206 2210, G1, 1, G-1, 1, 4, 3
414, 2462, m, 2465, f, 2210, m, 2206, f, 2462 2220 2436 2210 2206 2195 2178 2465 , m2462 f2220 (m2436) m2210 f2206 (f2195) f2178 f2465 , MFSWMDD, 2462 2465, 2206 2210, G1, 1, G-1, 1, 4, 3
415, 2462, m, 2465, f, 2210, m, 2206, f, 2462 2220 2437 2210 2206 2195 2178 2465 , m2462 f2220 (f2437) m2210 f2206 (f2195) f2178 f2465 , MMSWMDD, 2462 2465, 2206 2210, G1, 1, G-1, 1, 4, 3
416, 2466, m, 2463, f, 2210, m, 2206, f, 2466 2208 2194 2206 2210 2436 2220 2463 , m2466 m2208 (m2194) f2206 m2210 (m2436) f2220 f2463 , FFDHFDD, 2463 2466, 2206 2210, G1, 1, G-1, 1, 4, 3
417, 2466, m, 2463, f, 2210, m, 2206, f, 2466 2208 2194 2206 2210 2437 2220 2463 , m2466 m2208 (m2194) f2206 m2210 (f2437) f2220 f2463 , FFDHMDD, 2463 2466, 2206 2210, G1, 1, G-1, 1, 4, 3
418, 2466, m, 2463, f, 2210, m, 2206, f, 2466 2208 2195 2206 2210 2436 2220 2463 , m2466 m2208 (f2195) f2206 m2210 (m2436) f2220 f2463 , FMDHFDD, 2463 2466, 2206 2210, G1, 1, G-1, 1, 4, 3
419, 2466, m, 2463, f, 2210, m, 2206, f, 2466 2208 2195 2206 2210 2437 2220 2463 , m2466 m2208 (f2195) f2206 m2210 (f2437) f2220 f2463 , FMDHMDD, 2463 2466, 2206 2210, G1, 1, G-1, 1, 4, 3
420, 2489, m, 2490, f, 2210, m, 2206, f, 2489 2178 2194 2206 2210 2437 2835 2861 2557 2490 , m2489 f2178 (m2194) f2206 m2210 f2437 (m2835) f2861 f2557 f2490 , MFDHMFDDD, 2489 2490, 2206 2210, G1, 1, G-1, 2, 4, 5
421, 2489, m, 2490, f, 2210, m, 2206, f, 2489 2178 2194 2206 2210 2437 2836 2861 2557 2490 , m2489 f2178 (m2194) f2206 m2210 f2437 (f2836) f2861 f2557 f2490 , MFDHMMDDD, 2489 2490, 2206 2210, G1, 1, G-1, 2, 4, 5
422, 2489, m, 2490, f, 2210, m, 2206, f, 2489 2178 2195 2206 2210 2437 2835 2861 2557 2490 , m2489 f2178 (f2195) f2206 m2210 f2437 (m2835) f2861 f2557 f2490 , MMDHMFDDD, 2489 2490, 2206 2210, G1, 1, G-1, 2, 4, 5
423, 2489, m, 2490, f, 2210, m, 2206, f, 2489 2178 2195 2206 2210 2437 2836 2861 2557 2490 , m2489 f2178 (f2195) f2206 m2210 f2437 (f2836) f2861 f2557 f2490 , MMDHMMDDD, 2489 2490, 2206 2210, G1, 1, G-1, 2, 4, 5
424, 2492, m, 2491, f, 2210, m, 2206, f, 2492 2478 2474 2475 2202 2195 2206 2210 2491 , m2492 m2478 m2474 (m2475) m2202 f2195 f2206 (m2210) f2491 , FFFSDDHD, 2491 2492, 2206 2210, G0, 3, G-1, 0, 7, 1
425, 2492, m, 2491, f, 2210, m, 2206, f, 2492 2478 2474 2476 2202 2195 2206 2210 2491 , m2492 m2478 m2474 (f2476) m2202 f2195 f2206 (m2210) f2491 , FFMSDDHD, 2491 2492, 2206 2210, G0, 3, G-1, 0, 7, 1
426, 2213, m, 2217, f, 2207, m, 2497, f, 2213 2193 2194 2207 2497 2499 2604 2219 2217 , m2213 f2193 (m2194) m2207 f2497 f2499 (m2604) m2219 f2217 , MFSWMFSD, 2213 2217, 2207 2497, G1, 1, G0, 2, 4, 4
427, 2213, m, 2217, f, 2207, m, 2497, f, 2213 2193 2194 2207 2497 2499 2605 2219 2217 , m2213 f2193 (m2194) m2207 f2497 f2499 (f2605) m2219 f2217 , MFSWMMSD, 2213 2217, 2207 2497, G1, 1, G0, 2, 4, 4
428, 2213, m, 2217, f, 2207, m, 2497, f, 2213 2193 2195 2207 2497 2499 2604 2219 2217 , m2213 f2193 (f2195) m2207 f2497 f2499 (m2604) m2219 f2217 , MMSWMFSD, 2213 2217, 2207 2497, G1, 1, G0, 2, 4, 4
429, 2213, m, 2217, f, 2207, m, 2497, f, 2213 2193 2195 2207 2497 2499 2605 2219 2217 , m2213 f2193 (f2195) m2207 f2497 f2499 (f2605) m2219 f2217 , MMSWMMSD, 2213 2217, 2207 2497, G1, 1, G0, 2, 4, 4
430, 2372, m, 2502, f, 2207, m, 2497, f, 2372 2360 2527 2526 2607 2605 2499 2497 2207 2502 , m2372 f2360 m2527 f2526 (m2607) f2605 f2499 f2497 (m2207) f2502 , MFMFDDDHD, 2372 2502, 2207 2497, G1, 3, G-1, 0, 8, 1
431, 2372, m, 2502, f, 2207, m, 2497, f, 2372 2360 2527 2526 6117 2605 2499 2497 2207 2502 , m2372 f2360 m2527 f2526 (f6117) f2605 f2499 f2497 (m2207) f2502 , MFMMDDDHD, 2372 2502, 2207 2497, G1, 3, G-1, 0, 8, 1
432, 2462, m, 2465, f, 2207, m, 2497, f, 2462 2219 2604 2499 2497 2207 2194 2178 2465 , m2462 m2219 (m2604) f2499 f2497 m2207 (m2194) f2178 f2465 , FFDDHFDD, 2462 2465, 2207 2497, G0, 2, G-1, 1, 5, 3
433, 2462, m, 2465, f, 2207, m, 2497, f, 2462 2219 2605 2499 2497 2207 2194 2178 2465 , m2462 m2219 (f2605) f2499 f2497 m2207 (m2194) f2178 f2465 , FMDDHFDD, 2462 2465, 2207 2497, G0, 2, G-1, 1, 5, 3
434, 2462, m, 2465, f, 2207, m, 2497, f, 2462 2219 2604 2499 2497 2207 2195 2178 2465 , m2462 m2219 (m2604) f2499 f2497 m2207 (f2195) f2178 f2465 , FFDDHMDD, 2462 2465, 2207 2497, G0, 2, G-1, 1, 5, 3
435, 2462, m, 2465, f, 2207, m, 2497, f, 2462 2219 2605 2499 2497 2207 2195 2178 2465 , m2462 m2219 (f2605) f2499 f2497 m2207 (f2195) f2178 f2465 , FMDDHMDD, 2462 2465, 2207 2497, G0, 2, G-1, 1, 5, 3
436, 2466, m, 2463, f, 2207, m, 2497, f, 2466 2208 2194 2207 2497 2499 2604 2219 2463 , m2466 m2208 (m2194) m2207 f2497 f2499 (m2604) m2219 f2463 , FFSWMFSD, 2463 2466, 2207 2497, G1, 1, G0, 2, 4, 4
437, 2466, m, 2463, f, 2207, m, 2497, f, 2466 2208 2194 2207 2497 2499 2605 2219 2463 , m2466 m2208 (m2194) m2207 f2497 f2499 (f2605) m2219 f2463 , FFSWMMSD, 2463 2466, 2207 2497, G1, 1, G0, 2, 4, 4
438, 2466, m, 2463, f, 2207, m, 2497, f, 2466 2208 2195 2207 2497 2499 2604 2219 2463 , m2466 m2208 (f2195) m2207 f2497 f2499 (m2604) m2219 f2463 , FMSWMFSD, 2463 2466, 2207 2497, G1, 1, G0, 2, 4, 4
439, 2466, m, 2463, f, 2207, m, 2497, f, 2466 2208 2195 2207 2497 2499 2605 2219 2463 , m2466 m2208 (f2195) m2207 f2497 f2499 (f2605) m2219 f2463 , FMSWMMSD, 2463 2466, 2207 2497, G1, 1, G0, 2, 4, 4
444, 2492, m, 2491, f, 2207, m, 2497, f, 2492 2482 2604 2499 2497 2207 2194 2206 2491 , m2492 f2482 (m2604) f2499 f2497 m2207 (m2194) f2206 f2491 , MFDDHFDD, 2491 2492, 2207 2497, G0, 2, G-1, 1, 5, 3
445, 2492, m, 2491, f, 2207, m, 2497, f, 2492 2482 2605 2499 2497 2207 2194 2206 2491 , m2492 f2482 (f2605) f2499 f2497 m2207 (m2194) f2206 f2491 , MMDDHFDD, 2491 2492, 2207 2497, G0, 2, G-1, 1, 5, 3
446, 2492, m, 2491, f, 2207, m, 2497, f, 2492 2482 2604 2499 2497 2207 2195 2206 2491 , m2492 f2482 (m2604) f2499 f2497 m2207 (f2195) f2206 f2491 , MFDDHMDD, 2491 2492, 2207 2497, G0, 2, G-1, 1, 5, 3
447, 2492, m, 2491, f, 2207, m, 2497, f, 2492 2482 2605 2499 2497 2207 2195 2206 2491 , m2492 f2482 (f2605) f2499 f2497 m2207 (f2195) f2206 f2491 , MMDDHMDD, 2491 2492, 2207 2497, G0, 2, G-1, 1, 5, 3
448, 2496, m, 2494, f, 2207, m, 2497, f, 2496 2185 2173 2962 6987 6220 2498 2497 2207 2194 2208 2494 , m2496 m2185 f2173 f2962 (m6987) m6220 m2498 f2497 m2207 (m2194) m2208 f2494 , FMMFSSDHFSD, 2494 2496, 2207 2497, G1, 3, G-1, 1, 8, 3
449, 2496, m, 2494, f, 2207, m, 2497, f, 2496 2185 2173 2962 6988 6220 2498 2497 2207 2194 2208 2494 , m2496 m2185 f2173 f2962 (f6988) m6220 m2498 f2497 m2207 (m2194) m2208 f2494 , FMMMSSDHFSD, 2494 2496, 2207 2497, G1, 3, G-1, 1, 8, 3
450, 2496, m, 2494, f, 2207, m, 2497, f, 2496 2185 2173 2962 6987 6220 2498 2497 2207 2195 2208 2494 , m2496 m2185 f2173 f2962 (m6987) m6220 m2498 f2497 m2207 (f2195) m2208 f2494 , FMMFSSDHMSD, 2494 2496, 2207 2497, G1, 3, G-1, 1, 8, 3
451, 2496, m, 2494, f, 2207, m, 2497, f, 2496 2185 2173 2962 6988 6220 2498 2497 2207 2195 2208 2494 , m2496 m2185 f2173 f2962 (f6988) m6220 m2498 f2497 m2207 (f2195) m2208 f2494 , FMMMSSDHMSD, 2494 2496, 2207 2497, G1, 3, G-1, 1, 8, 3
452, 2503, m, 2508, f, 2207, m, 2497, f, 2503 2207 2497 2498 6220 6987 2962 2173 2363 2508 , m2503 (m2207) f2497 m2498 m6220 (m6987) f2962 f2173 m2363 f2508 , FWFFFDDSD, 2503 2508, 2207 2497, G1, 0, G-1, 3, 2, 7
453, 2503, m, 2508, f, 2207, m, 2497, f, 2503 2207 2497 2498 6220 6988 2962 2173 2363 2508 , m2503 (m2207) f2497 m2498 m6220 (f6988) f2962 f2173 m2363 f2508 , FWFFMDDSD, 2503 2508, 2207 2497, G1, 0, G-1, 3, 2, 7
454, 2372, m, 2502, f, 2208, m, 2212, f, 2372 2353 2324 2351 2212 2208 2194 2207 2502 , m2372 m2353 (m2324) f2351 f2212 m2208 (m2194) m2207 f2502 , FFDDHFSD, 2372 2502, 2208 2212, G0, 2, G-1, 1, 5, 3
